recipe_name,niacin,vitaminB6,vitaminC,sodium,carbohydrates,sugars,calories,thiamin,caloriesFromFat,folate,calcium,fiber,fat,iron,cholesterol,protein,vitaminA,potassium,saturatedFat,magnesium,apple,avocado,bacon,basil,bay lea,beans,beef,bell pepper,black pepper,bouillon,bread,bread crumbs,broccoli,broth,butter,carrot,cayenne pepper,celery,cheese,chicken,chile peppers,chili powder,cilantro,corn,cream,cucumber,cumin,dressing,egg,flour,garlic,ginger,ham,honey,lemon,lettuce,lime,mayonnaise,milk,mushroom,mustard,noodles,oil,olives,onion,oregano,paprika,parsley,pasta,peas,pork ,potatoe,red pepper,rice,roast,rosemary,sage,salsa,salt,salt and ground black pepper,sauce,spinach,stock,sugar,thyme,tomato,vinegar,water,wine,zucchini,category
Spicy Mexican Style Zucchini Casserole,3.608416,0.6633834,32.59979,941.9114,24.6193,6.547467,249.8559,0.2420995,114.2299,110.4013,254.4473,5.760545,12.69222,2.059442,27.15694,12.53075,1093.307,856.6533,6.072532,65.0098,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Casseroles
Spicy Peach Pork Tenderloin,8.10686,0.51459,13.69025,109.7582,26.80885,24.8587,360.8818,0.6323325,188.2503,1.5375,11.5225,0.59665,20.9167,1.027125,49.0925,17.69075,6.14,318.895,3.400123,21.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Roasts
Spicy Sausage Casserole,4.972453,0.2084246,11.5917,1308.338,17.93014,6.603686,291.606,0.2447709,169.7691,33.82768,90.33997,2.755838,18.86323,3.629774,48.53333,13.46551,1113.655,360.2145,6.258515,26.18369,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Casseroles
Spicy Sausage and Rice Casserole,6.972851,0.6853901,64.53637,1556.947,36.53844,5.00731,704.3982,0.9521372,479.129,77.02467,83.1685,2.447183,53.23656,3.91741,88.85334,19.40321,955.1365,637.4919,19.03023,46.03,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Casseroles
Spicy Southwest Chicken Casserole,7.153809,0.3318297,31.49696,1127.722,35.88857,5.275887,279.4486,0.2289746,68.96383,82.7883,145.7797,6.283686,7.662648,3.071232,36.33703,18.56922,1460.65,430.5512,3.789071,47.20794,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,Casseroles
Spicy Southwest Squash Casserole,5.898632,0.5469003,47.16322,1114.08,43.33327,3.655609,323.4763,0.3769687,105.0544,141.0302,248.1584,11.14221,11.67271,4.621625,19.775,14.4242,2589.259,905.1924,4.806921,89.23907,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,Casseroles
Spicy Summer Pasta Salad,2.211392,0.2070071,39.13559,77.42518,16.04221,3.540933,140.2498,0.07075731,60.84289,47.93508,91.08307,2.385838,6.760321,0.9892986,6.026667,5.253923,1457.245,301.6827,1.71581,22.60642,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Vegetable Salads
"Spicy Tahini Sauce with Kale, Sea Vegetables, and Soba Noodles",8.333653,0.4796445,135.5338,1017.741,63.82979,0.2074275,641.1479,0.408459,357.7077,90.53345,251.0606,7.080571,39.7453,5.472759,0.0,22.05275,17258.04,870.7772,5.59234,112.6622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Pasta
Spicy Tomato Chicken Casserole,10.66164,0.3554884,3.070766,2099.293,43.0071,8.887259,547.116,0.1139032,219.7116,13.651,537.2427,2.918633,24.4124,1.547683,87.54383,37.98166,1253.704,590.349,8.322494,58.34417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Casseroles
Spinach Alfredo Enchiladas,10.95899,0.4492195,40.8397,2332.826,48.17664,6.516952,804.0262,0.5191354,494.6457,354.837,702.3187,5.70885,54.96063,6.540856,96.46267,33.96479,13345.93,1135.618,24.66669,146.2479,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Casseroles
Spinach Cheese Pasta,6.462408,0.1891575,3.16275,320.4775,38.89047,1.089325,367.855,0.317235,151.2491,199.245,220.095,3.24,16.80546,3.210875,54.04,15.87217,6365.613,277.0975,4.531211,74.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pasta
Spinach Enchiladas,6.092951,0.3416677,14.29159,415.1011,34.79493,1.499309,577.699,0.1394035,358.6516,116.0749,647.0683,6.03406,39.85018,2.709404,110.526,23.84314,8262.614,601.8597,22.88725,113.1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Casseroles
Spinach Fettuccini with Broccoli and Ham,12.84031,0.564025,131.853,1316.591,55.2762,4.874543,609.0359,0.614525,291.0911,146.7811,110.6912,5.61887,32.34346,3.613933,87.75427,29.42414,944.4921,905.3845,13.20343,85.59241,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pasta
Spinach Lasagna Roll Ups,5.640737,0.2074955,3.3225,683.4306,28.19386,5.655046,244.7994,0.068905,82.48462,111.0288,285.8265,3.140784,9.164958,1.932696,21.7525,13.32135,4587.274,381.0834,4.08323,57.32625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Pasta
Spinach and Bean Casserole,2.353065,0.16535,21.84801,1707.319,28.72029,9.555129,282.0859,0.1851025,127.5967,229.86,121.1534,8.811959,14.17741,7.496691,0.0,9.671647,2996.028,672.4827,2.011293,70.51125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Casseroles
Spinach and Chicken Casserole,12.31479,0.4639845,13.14499,1417.794,8.823169,4.256148,600.9664,0.08968227,461.5202,90.95329,259.6628,0.9690727,51.28002,2.862323,138.3533,27.48314,4838.895,479.1332,21.83673,56.3237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Casseroles
Spinach and Feta Pita Bake,5.485657,0.3634966,18.835,587.0717,41.64767,2.78165,349.9117,0.304335,153.9846,141.5367,149.0308,6.894833,17.1094,3.792017,12.59167,11.63083,5546.402,524.1392,3.89932,95.61166,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Casseroles
Spinach and Pasta Shells,4.189257,0.1699287,2.9434,29.76982,43.79568,2.17531,248.1244,0.035808,44.42949,164.3802,62.65822,3.071271,4.93661,2.383587,0.0,9.032399,4256.589,244.1048,0.7638624,54.29575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Pasta
"Spinach, Egg, and Pancetta with Linguine",7.796975,0.23902,10.824,372.565,81.70814,0.566275,612.49,0.66816,184.9109,281.2825,181.5238,5.687,20.54566,5.5069,122.225,23.96474,3865.61,385.8412,5.174143,89.1225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pasta
"Spinach, Sausage and Cheese Bake",7.767907,0.3472425,5.904125,1159.379,8.707288,2.486876,322.08,0.3448913,182.0355,120.7162,416.8737,2.491099,20.22616,2.487262,76.46875,27.01592,8715.527,542.885,9.287434,76.7325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Casseroles
St. Louis Toasted Ravioli,5.705495,0.1820973,1.962733,887.9166,39.52381,9.022213,377.0317,0.071787,174.1451,35.24525,144.4303,4.344666,19.34945,2.55352,56.97167,11.60721,592.5463,336.6753,4.724488,28.34175,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Pasta
St. Patty's Day Leftover Corned Beef Casserole,7.140758,0.2373209,10.53179,1930.807,28.90686,6.867716,545.8584,0.2447424,326.8237,42.28553,414.9693,1.952854,36.31374,3.422831,92.29375,27.22929,519.4172,464.228,14.7086,33.85375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Casseroles
Stacey's Chicken and Stuffing Casserole,9.445167,0.1983097,1.408433,1370.046,34.80986,4.81802,374.1212,0.04944108,147.3737,6.97575,116.544,2.1463,16.37486,2.339482,77.89558,21.81937,572.2911,338.2237,8.412292,21.70733,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Casseroles
Standard Greek Salad,1.787934,0.2066408,12.3299,411.8904,8.051159,4.648638,102.1527,0.10337,56.2716,26.15162,149.2592,1.457083,6.2524,0.7213125,22.32417,4.897259,825.1882,331.6111,3.876447,25.55417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Vegetable Salads
Stephanie's Best Casserole,13.12305,0.3979115,32.97182,683.1433,55.03975,7.208878,514.8264,0.3160487,148.1631,118.4241,381.8516,4.18031,16.46257,3.277045,61.225,30.60215,3953.165,427.1422,7.568762,56.04937,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Casseroles
Stove Top Pot Roast,12.11859,0.8961333,51.00217,231.411,51.98673,11.39869,607.8757,0.3109867,271.7059,88.43333,123.9945,8.728363,30.18954,5.605891,103.376,33.04076,12208.69,1784.634,10.78393,93.07266,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Roasts
Stovetop Yankee Pot Roast,10.36386,0.6639248,4.7448,390.4757,10.1136,2.890736,387.6906,0.2167243,212.8346,32.77914,38.7877,1.567082,23.64828,3.252972,88.4,28.08127,3696.75,680.588,7.985418,41.80058,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,Roasts
Straccetti,16.58233,0.6766874,23.71718,605.012,83.3466,12.26585,819.6376,0.1868372,241.5258,215.1044,230.7784,6.458606,26.8362,7.167965,68.83393,40.48757,1099.028,1162.794,9.876874,94.65432,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,Pasta
Strawberry Snap Pea Salad,0.9431094,0.085352,116.6431,44.566,24.98071,11.72214,210.8555,0.03632,102.1572,43.584,78.10704,5.819952,11.3508,1.616403,0.0,3.416372,240.5872,281.778,1.518504,25.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Vegetable Salads
Succulent Pork Roast,14.76219,0.6771414,1.578667,52.94248,21.69696,6.621974,619.8997,0.8748894,367.5144,7.267841,76.38042,0.5039999,40.83493,2.091367,153.76,39.57294,15.24,622.9483,15.15023,38.50932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Roasts
Sugar Snap Pea Salad II,0.9030534,0.1678664,14.71196,193.8761,9.375147,1.192169,197.3344,0.01630695,145.5245,11.44072,94.83519,2.356982,16.16939,0.8901941,11.36667,3.995665,2750.985,148.4896,3.076778,8.992864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Vegetable Salads
Summer Fresh Pasta with Tomatoes and Prosciutto,3.91265,0.1170963,11.85973,682.6351,36.08075,3.51007,398.1916,0.05843088,209.776,56.76958,54.23748,3.101527,23.30844,3.765394,19.56051,11.96587,909.56,352.0427,4.984533,16.21933,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Pasta
Summer Pasta D'lite,15.75061,0.482588,28.4763,272.3393,44.18681,7.354004,422.7247,0.160451,156.6247,83.42117,57.556,5.619709,17.40274,3.592322,18.75,24.46496,1663.051,832.353,2.28714,47.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Pasta
Summer Pepper Salad,3.46721,0.4669755,122.8885,638.617,9.425931,5.839605,211.578,0.150143,141.5492,51.739,301.0698,1.745225,15.72769,1.125875,50.463,9.341321,1708.722,307.3678,8.998363,29.263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vegetable Salads
Summer Radish Salad,0.2824813,0.06787538,8.237557,210.8502,4.61441,2.326182,188.1421,0.009005349,168.8092,15.39684,19.79047,1.086363,18.75658,0.2971949,0.0,0.6904739,37.49258,158.9777,2.643894,9.313158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Vegetable Salads
Summer Salad,2.535433,0.608935,72.73592,742.7983,36.66205,12.71596,166.1298,0.236575,12.25341,91.11,84.08829,5.405249,1.36149,1.4531,0.694165,4.459966,6443.704,961.749,0.274673,52.595,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Vegetable Salads
Summer Squash Chicken Alfredo,10.58488,0.3726407,8.363317,721.0074,35.60954,3.985292,436.1465,0.3203833,206.976,84.59872,74.93663,2.81688,22.99733,1.995479,52.24434,22.06217,135.6163,385.9262,7.469813,52.61481,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Pasta
Summer Tomato Casserole,2.692149,0.1884115,23.4315,301.1485,7.703021,5.03651,171.8285,0.1164825,112.23,32.9325,222.434,2.214,12.47001,0.698665,30.9735,8.6889,1829.61,465.384,6.420182,28.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Casseroles
Summer Veggie Salad,4.327959,0.269465,27.538,228.1712,34.37476,3.809318,282.1338,0.31935,139.8033,127.2019,39.81187,10.64612,15.5337,2.202419,0.0,7.744475,969.5001,795.5737,2.227864,73.95876,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Vegetable Salads
Summer Zucchini Casserole,6.438495,0.6194605,41.54625,1250.856,51.48976,9.69011,610.5895,0.482155,372.3832,153.0555,170.829,4.797,41.37591,3.36567,92.7775,11.66018,6269.042,928.8565,23.74387,69.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Casseroles
Super Easy Spinach and Red Pepper Salad,1.293595,0.1163983,33.19517,150.51,2.550683,0.9899001,128.065,0.03868,103.9758,64.27666,121.615,1.01465,11.55287,0.9694834,7.333333,4.20215,3283.375,208.595,2.707465,27.66667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Vegetable Salads
Sweet Italian Sausage Ragout with Linguine,9.741205,0.6086771,82.74683,906.267,70.53754,9.051475,596.9557,0.8167937,213.1281,176.9251,75.91804,6.741467,23.6809,5.069214,30.56834,21.24356,2026.769,688.7943,6.427544,73.64246,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,Pasta
Sweet Plantain Pie,8.493673,0.9892213,49.44844,889.9608,76.07735,35.7523,643.3486,0.5904355,292.691,61.08615,37.68793,6.130314,32.52122,2.805824,84.77542,19.91225,3059.174,1475.897,12.75828,105.8619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,Casseroles
Sweet Potato Enchiladas,6.983171,0.7181163,39.03487,832.4625,75.62618,15.14474,639.8093,0.2103812,270.6081,43.35208,455.7433,10.9457,30.06756,4.641893,74.29333,20.04329,38664.7,1022.088,16.16946,115.5906,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Casseroles
Sweet Potato Pudding II,3.615331,0.3591507,17.9464,394.5125,74.96933,43.68552,513.8952,0.1929291,203.0531,23.77217,143.8527,5.2248,22.56145,1.721957,124.9939,8.539973,17598.88,715.733,10.37755,53.86139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Casseroles
Sweet Sausage Marsala,9.676551,0.3896597,47.55777,740.5997,66.09068,5.189754,509.4564,0.7392483,145.1276,152.8472,57.11382,5.045755,16.12528,4.960971,29.7597,21.94643,1282.599,428.811,5.335377,49.74261,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,Pasta
Sweet and Savory Brisket,6.86764,0.324795,6.625817,921.6977,22.29512,17.82733,372.2916,0.1138574,174.1432,10.8775,24.62275,0.4456417,19.34924,2.816265,91.14,27.28082,373.7233,408.8233,7.414409,28.5195,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roasts
Sweet and Sour Honey Mustard Pork Tenderloin,10.82301,0.7055323,0.6051744,135.9369,12.22241,8.8159,182.8051,0.8408251,36.44909,1.319987,14.26409,0.4891435,4.049899,1.340167,65.45667,23.74269,242.5738,411.8859,1.284178,30.81598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Roasts
Sweet and Sour Salad,1.775293,0.224208,56.00967,240.6299,32.96999,23.93771,575.4824,0.1517321,446.5592,129.9595,78.7896,4.157108,49.61769,1.808801,17.45687,5.319829,3581.372,444.6794,9.394749,50.24358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Vegetable Salads
"Swiss Chard, Sausage, Pasta, and Bean Casserole",8.27868,0.5270082,32.34052,2158.906,69.17531,8.190784,580.0187,0.4403586,204.0173,148.7929,332.34,10.66404,22.66859,5.586211,63.48889,27.69278,5780.354,687.3103,11.53168,119.7036,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,Pasta
Swiss Chicken Casserole I,23.77108,0.733708,1.487167,1170.819,34.10004,4.223337,568.1025,0.3279462,261.8146,71.2335,296.9935,1.194667,29.09051,2.874367,140.4462,40.69365,845.2908,459.2678,16.40447,62.27633,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Casseroles
